,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
465,Dietlikon,47.4183,8.6188,C&A,47.41505113282344,8.620937572563406,Clothing Store
466,Dietlikon,47.4183,8.6188,Restaurant Kiebitz,47.41471065192448,8.61924917320839,Mediterranean Restaurant
467,Dietikon,47.4017,8.4001,Freizeitanlage Chrüzacher,47.39967609206341,8.399819927384513,Playground
468,Dietikon,47.4017,8.4001,Migros,47.405140057801546,8.402468640434142,Supermarket
469,Dietikon,47.4017,8.4001,Tomate,47.405363944117376,8.4033644761404,Italian Restaurant
470,Dietikon,47.4017,8.4001,Coop,47.40380802192498,8.402275356095336,Supermarket
471,Dietikon,47.4017,8.4001,El Pablo,47.405497,8.399155,Burrito Place
472,Dietikon,47.4017,8.4001,Heimat,47.40225093668162,8.39577788414136,Swiss Restaurant
473,Dietikon,47.4017,8.4001,Chilling,47.405145277601406,8.402602204066575,Hookah Bar
474,Dietikon,47.4017,8.4001,Hotel Sommerau Ticino Dietikon,47.40241611226706,8.405422522858892,Hotel
475,Dietikon,47.4017,8.4001,Ali Baba City,47.40462605760447,8.402312520573041,Doner Restaurant
476,Dietikon,47.4017,8.4001,ZVV Sommerau,47.402790089688494,8.40574597132153,Bus Stop
477,Dietikon,47.4017,8.4001,Müller Drogerie,47.40311794,8.40610528,Drugstore
478,Dietikon,47.4017,8.4001,ALDI Suisse,47.403,8.4061,Supermarket
479,Dielsdorf,47.4815,8.4585,Bahnhof Dielsdorf,47.48208112133606,8.459750019625593,Train Station
480,Dielsdorf,47.4815,8.4585,Migros,47.48063798107267,8.464033335444565,Shopping Mall
481,Dielsdorf,47.4815,8.4585,Hotel Restaurant Lowen Dielsdorf,47.48373111560886,8.455175871964896,Hotel
482,Dielsdorf,47.4815,8.4585,Bäckerei-Conditorei Fleischli,47.48187146469816,8.453074444764658,Bakery
483,Dielsdorf,47.4815,8.4585,Buchhandlung zum Gerren,47.48194087845841,8.456479436828344,Bookstore
484,Dielsdorf,47.4815,8.4585,Papeterie Vögeli,47.480788889963215,8.453984668295437,Paper / Office Supplies Store
485,Dielsdorf,47.4815,8.4585,Blumen Bethli,47.48188242744213,8.453354851942095,Flower Shop
486,Dielsdorf,47.4815,8.4585,Fujifilm (Switzerland) AG,47.48253,8.46428,Camera Store
487,Dachsen,47.6652,8.6179,Badi Dachsen (Bachdelle),47.66208198228364,8.616378328355458,Beach
488,Dachsen,47.6652,8.6179,Café Dachs,47.66645431518555,8.615736961364746,Café
489,Dachsen,47.6652,8.6179,Home & Garden Services,47.663083,8.620778,Business Service
490,Dachsen,47.6652,8.6179,Bahnhof Dachsen,47.66679071442561,8.613983357703262,Train Station
491,Dachsen,47.6652,8.6179,Herzog Zäune GmbH,47.660992,8.619413,Construction & Landscaping
492,Volken,47.5748,8.6258,Wirtschaft zur Post,47.574253,8.624911,Restaurant
493,Volketswil,47.3839,8.7176,Feuerwehrbeiz Gutenswil,47.383691,8.715647,Restaurant
494,Volketswil,47.3839,8.7176,Gasthaus zum Sternen,47.38547065789783,8.718675432661014,Restaurant
495,Volketswil,47.3839,8.7176,Grossacher Gutenswil,47.38167106817569,8.715409572562896,Bus Station
496,Volketswil,47.3839,8.7176,Brauerei Uster,47.381645653289546,8.715388104238395,Brewery
497,Dübendorf,47.381,8.5998,Restaurant Frohsinn,47.382300840688494,8.598637129750342,Swiss Restaurant
498,Dübendorf,47.381,8.5998,VBZ Gockhausen Dorf,47.382004325098194,8.598019730200587,Bus Station
499,Dübendorf,47.381,8.5998,BubbleBum Booster Seat -Showroom,47.382056,8.597766,Accessories Store
500,Dübendorf,47.381,8.5998,Astroyoga,47.382267973068984,8.60028862953186,Yoga Studio
501,Dübendorf,47.381,8.5998,Gockhausen,47.38218317556877,8.599308660390285,Plaza
502,Wallisellen,47.415,8.5967,Water World Wallisellen,47.417023299384795,8.594146498365546,Pool
503,Wallisellen,47.415,8.5967,La Esquina,47.411480212466714,8.594256126477626,Wine Bar
504,Wallisellen,47.415,8.5967,Fleischli,47.41289816882818,8.592696851698719,Bakery
505,Wallisellen,47.415,8.5967,Zentrum Wallisellen,47.41288594314182,8.592709875444974,Shopping Mall
506,Wallisellen,47.415,8.5967,Coop,47.41278236420122,8.592756877770768,Supermarket
507,Wallisellen,47.415,8.5967,Migros,47.41359105854391,8.591869936257586,Supermarket
508,Wallisellen,47.415,8.5967,Bahnhof Wallisellen,47.41251163241845,8.592422871339696,Train Station
509,Wallisellen,47.415,8.5967,Il Faro,47.413047,8.5924334,Italian Restaurant
510,Wallisellen,47.415,8.5967,Gleis 4,47.41247586375799,8.592335422380438,Platform
511,Uitikon,47.3691,8.457,Bäckerei  Bode,47.37059511584311,8.454796392627914,Bakery
512,Uitikon,47.3691,8.457,Restaurant Dörfli,47.37044,8.453405,Swiss Restaurant
513,Uitikon,47.3691,8.457,Restaurant Waldegg,47.367676,8.462106,Beer Garden
514,Uitikon,47.3691,8.457,Baroth,47.3686137,8.4631474,Café
515,Uetikon am See,47.2644,8.6792,Restaurant Sonnenhof,47.262570329081505,8.677436630520155,Swiss Restaurant
516,Uetikon am See,47.2644,8.6792,Weingut Erich Meier,47.26806859892712,8.678378100714758,Winery
517,Uetikon am See,47.2644,8.6792,Coop,47.26449354631497,8.675899304917781,Supermarket
518,Uetikon am See,47.2644,8.6792,Fumagalli,47.263688495630724,8.67756613526635,Italian Restaurant
519,Illnau-Effretikon,47.4258,8.6909,Coop,47.427210711292226,8.691752069933498,Supermarket
520,Illnau-Effretikon,47.4258,8.6909,Coop,47.42807709186494,8.685366705925626,Supermarket
521,Illnau-Effretikon,47.4258,8.6909,Effimärt,47.428274885714934,8.685532615088508,Department Store
522,Illnau-Effretikon,47.4258,8.6909,Migrolino,47.42940694,8.68748989,Grocery Store
523,Illnau-Effretikon,47.4258,8.6909,Bahnhof Effretikon,47.426087584400456,8.68708223104477,Train Station
524,Illnau-Effretikon,47.4258,8.6909,Gleis 5/6,47.42618952112942,8.687229526144092,Platform
525,Illnau-Effretikon,47.4258,8.6909,Migros-Restaurant,47.42791306417043,8.685743808746338,Restaurant
526,Thalheim an der Thur,47.5782,8.7512,Restaurant Brückenwaage,47.57979965209961,8.751276969909668,Gastropub
527,Thalheim an der Thur,47.5782,8.7512,B + B Oberdorf,47.575862884521484,8.754996299743652,Bed & Breakfast
528,Thalwil,47.2918,8.5635,Rebstock,47.289426,8.566911,Swiss Restaurant
529,Thalwil,47.2918,8.5635,Restaurant Grundstein,47.288693630471734,8.565065035641712,Restaurant
530,Thalwil,47.2918,8.5635,Hotel Sedartis,47.29552663463842,8.56579257862462,Hotel
531,Thalwil,47.2918,8.5635,Luna,47.2879764363935,8.563841464430293,Mexican Restaurant
532,Thalwil,47.2918,8.5635,Migros,47.29440666633081,8.563797947838916,Grocery Store
533,Thalwil,47.2918,8.5635,Bahnhof Thalwil,47.295856509727166,8.56439861829949,Train Station
534,Thalwil,47.2918,8.5635,Pleasure & Pain Personal Training,47.290884194168356,8.563531970823897,Gym
535,Thalwil,47.2918,8.5635,ZVV Thalwil Zentrum,47.29469651593687,8.564182900385337,Bus Station
536,Thalwil,47.2918,8.5635,Restaurant Höfli,47.29385493016498,8.567155944751637,Asian Restaurant
537,Thalwil,47.2918,8.5635,Central Apotheke Thalwil,47.294948,8.564866,Pharmacy
538,Thalwil,47.2918,8.5635,Restaurant Bahnhof,47.29535104559882,8.564653325480213,Falafel Restaurant
539,Thalwil,47.2918,8.5635,Gleis 5/6,47.29580840849801,8.564477582439292,Platform
540,Thalwil,47.2918,8.5635,Gnuss pur,47.29621297660538,8.563473437016402,Bakery
541,Hüttikon,47.4426,8.3881,Strohdachhaus,47.445194,8.386388,Exhibit
542,Hüttikon,47.4426,8.3881,Rest. Post,47.44631259786204,8.387684179506916,Swiss Restaurant
543,Höri,47.5075,8.5024,Gassmann AG,47.5101389875948,8.50380927116396,Construction & Landscaping
544,Höri,47.5075,8.5024,Nägraf Beschriftungen,47.504855,8.49848,Miscellaneous Shop
545,Höri,47.5075,8.5024,Ristorante Casa Mia,47.50823848195853,8.508041630621332,Italian Restaurant
546,Höri,47.5075,8.5024,Velobeizli,47.50417618742013,8.499400955363853,Snack Place
547,Höri,47.5075,8.5024,Alter Spycher,47.50455,8.498485,Restaurant
548,Höri,47.5075,8.5024,Gasthaus zum Löwen,47.50748430440684,8.496440462192757,Swiss Restaurant
549,Höri,47.5075,8.5024,Beck Schmid,47.50732050315149,8.508598838121994,Bakery
550,Humlikon,47.5764,8.6701,CSI Humlikon,47.574143,8.66969,Racetrack
551,Horgen,47.2598,8.5978,Intrigo,47.259529,8.598324,Ice Cream Shop
552,Horgen,47.2598,8.5978,Activ Fitness,47.26130984872026,8.596515200595949,Gym / Fitness Center
553,Horgen,47.2598,8.5978,Seerestaurant L'O,47.26131896384597,8.599567771205828,Restaurant
554,Horgen,47.2598,8.5978,Bahnhof Horgen,47.261471913693796,8.596149591779552,Train Station
555,Horgen,47.2598,8.5978,Migros,47.260553689276136,8.597513554363768,Grocery Store
556,Horgen,47.2598,8.5978,Hotel Schwan,47.25965379760123,8.598265421881786,Hotel
557,Horgen,47.2598,8.5978,L'osteria Del Lazzarone,47.26117440564775,8.598283414650696,Trattoria/Osteria
558,Horgen,47.2598,8.5978,Hotel Meierhof,47.26111342671492,8.59669332623373,Hotel
559,Horgen,47.2598,8.5978,La Fontana,47.25978439199827,8.597989486456074,Italian Restaurant
560,Horgen,47.2598,8.5978,Ali Baba's Kebab Haus,47.261417131236875,8.596677541304329,Fast Food Restaurant
561,Horgen,47.2598,8.5978,Dipl. Ing. Fust AG,47.25886128146828,8.597852457247262,Electronics Store
562,Horgen,47.2598,8.5978,Migros Restaurant,47.260692,8.597223,Restaurant
563,Horgen,47.2598,8.5978,Coop,47.25904909030038,8.598739197706278,Supermarket
564,Horgen,47.2598,8.5978,ZVV Bahnhof Horgen,47.2613618138366,8.596125828300782,Bus Station
565,Horgen,47.2598,8.5978,SPAR express,47.261713118577724,8.593863220789332,Grocery Store
566,Horgen,47.2598,8.5978,Kaffeerösterei Horgen,47.262144,8.593024,Restaurant
567,Horgen,47.2598,8.5978,Restaurant Sonne,47.258523222392945,8.591626460930435,Swiss Restaurant
568,Hombrechtikon,47.253,8.7721,Migros,47.251957912443665,8.769486736809226,Supermarket
569,Hombrechtikon,47.253,8.7721,VBZ Hombrechtikon Post,47.25236180982352,8.769631930645037,Bus Station
570,Hombrechtikon,47.253,8.7721,pasticceria italiana,47.25396080840617,8.776019587146266,Dessert Shop
571,Hombrechtikon,47.253,8.7721,Chilbi Hombrechtikon,47.251485,8.767495,Bar
572,Hochfelden,47.5226,8.5156,Lucania,47.522674,8.518019,Pizza Place
573,Hochfelden,47.5226,8.5156,Milchhütte,47.523384285437594,8.515472559939187,Convenience Store
574,Hinwil,47.2943,8.8439,Schlenker AG,47.29426,8.84393,Shipping Store
575,Hinwil,47.2943,8.8439,Hofladen Breitacher Bauernhofglace,47.29115,8.84754,Farm
576,Hinwil,47.2943,8.8439,RIMA Sanitär GmbH,47.2982099,8.8424391,Construction & Landscaping
577,Hinwil,47.2943,8.8439,Sportplatz Hinwil,47.296244,8.849165,Soccer Field
578,Flurlingen,47.6839,8.6299,Bahnhof Neuhausen am Rheinfall,47.6830944868088,8.625089527544246,Train Station
579,Flurlingen,47.6839,8.6299,Kammgarn Beiz,47.684536,8.632321,Bar
580,Flurlingen,47.6839,8.6299,avec.,47.68285698513002,8.624737121655643,Food & Drink Shop
581,Flurlingen,47.6839,8.6299,monaloca,47.684669494628906,8.623552322387695,Cosmetics Shop
582,Hettlingen,47.5461,8.7053,Zelglitrotte,47.54517889321248,8.710483270778568,Historic Site
583,Henggart,47.5627,8.6821,Steinmann Floristik Blumengeschäft,47.563357,8.68301,Flower Shop
584,Henggart,47.5627,8.6821,Bahnhof Henggart,47.56413326214536,8.685121536254883,Train Station
585,Henggart,47.5627,8.6821,MÖKAH AG,47.56406086771589,8.68741750717163,Home Service
586,Hedingen,47.2979,8.4483,Restaurant Krone,47.299414,8.448763,Swiss Restaurant
587,Hedingen,47.2979,8.4483,Il Tiglio,47.297862,8.448355,Pizza Place
588,Hedingen,47.2979,8.4483,Bahnhof Hedingen,47.29877603743462,8.445857763290405,Train Station
589,Hedingen,47.2979,8.4483,Bäckerei Conditorei Pfyl,47.298434270896486,8.4454439352721,Bakery
590,Grüningen,47.2833,8.75,Schlüssberg,47.280751,8.750393,Mountain
591,Gossau (ZH),47.3115,8.7834,"ZVV Grüt (Gossau ZH), Dorf",47.31105655357866,8.781745433807373,Bus Station
592,Truttikon,47.6291,8.7272,Stutz Gartenbau GmbH,47.62838,8.725863,Garden
593,Glattfelden,47.5587,8.5017,Gasthaus zum Löwen,47.56038595969091,8.496523451274383,Swiss Restaurant
594,Glattfelden,47.5587,8.5017,Coop,47.5568486,8.50276201,Department Store
595,Glattfelden,47.5587,8.5017,Accessoires aus Fimo,47.557981,8.503476,Arts & Crafts Store
596,Glattfelden,47.5587,8.5017,Schulhaus Hof,47.559113,8.502348,Bus Stop
597,Glattfelden,47.5587,8.5017,Ochsen,47.557092,8.50003,Swiss Restaurant
598,Turbenthal,47.4155,8.9029,Freihof,47.415039,8.903652,Gastropub
599,Turbenthal,47.4155,8.9029,Gasthaus zum Freihof,47.414861,8.904253,Food
600,Turbenthal,47.4155,8.9029,Schmidrüti,47.414121788697045,8.906137512039285,Mountain
601,Freienstein-Teufen,47.5512,8.5657,Wirtshus zum Wyberg,47.551666259765625,8.565563201904297,Miscellaneous Shop
602,Herrliberg,47.2906,8.6146,Restaurant Rössli |  Vogtei Herrliberg,47.28901070037739,8.611478805541992,Restaurant
603,Herrliberg,47.2906,8.6146,Cocoon Kaufmann,47.293202,8.610973,Furniture / Home Store
604,Herrliberg,47.2906,8.6146,Kaufmann Spenglerei und Sanitär AG,47.293203,8.61096,Construction & Landscaping
605,Herrliberg,47.2906,8.6146,Helmut Richter,47.28631800268757,8.614842295646667,Massage Studio
606,Herrliberg,47.2906,8.6146,Confiserie Honold,47.286223,8.615489,Bakery
607,Zürich,47.3667,8.55,John Baker Ltd,47.36720835584306,8.54729328625253,Bakery
608,Zürich,47.3667,8.55,Arthouse Le Paris,47.366358565752094,8.54759339238313,Indie Movie Theater
609,Zürich,47.3667,8.55,Tibits,47.365085584055706,8.547895035612203,Vegetarian / Vegan Restaurant
610,Zürich,47.3667,8.55,Mövenpick Ice Cream Boutique,47.36612887195994,8.546777158623597,Ice Cream Shop
611,Zürich,47.3667,8.55,Vollenweider Chocolatier Confiseur,47.36532388566738,8.547824769889827,Dessert Shop
612,Zürich,47.3667,8.55,ViCAFE - Barista Espresso Bar,47.366784,8.546093,Coffee Shop
613,Zürich,47.3667,8.55,Opernhaus,47.36521171867246,8.546604216098785,Opera House
614,Zürich,47.3667,8.55,MAME Seefeld,47.36406355767649,8.549234473955226,Coffee Shop
615,Zürich,47.3667,8.55,Kronenhalle Bar,47.367697234571004,8.54575627368673,Cocktail Bar
616,Zürich,47.3667,8.55,Rosaly's Restaurant & Bar,47.367418,8.545874,Swiss Restaurant
617,Zürich,47.3667,8.55,Bahnhof Zürich Stadelhofen,47.36658847751383,8.548488615275796,Train Station
618,Zürich,47.3667,8.55,NIMO,47.36406627705494,8.548756906118154,Hotel
619,Zürich,47.3667,8.55,Kronenhalle,47.36753701123322,8.545425330046786,Swiss Restaurant
620,Zürich,47.3667,8.55,Sternen Grill,47.367180613484344,8.545558053733552,Bratwurst Joint
621,Zürich,47.3667,8.55,Bellevueplatz,47.367068375134075,8.545045852661133,Plaza
622,Zürich,47.3667,8.55,Arthouse Piccadilly,47.36614922724929,8.548757965645269,Movie Theater
623,Zürich,47.3667,8.55,Seepromenade,47.36610471517608,8.544849112549093,Waterfront
624,Zürich,47.3667,8.55,Japan-Restaurant Bimi,47.363664606626415,8.54932458391669,Japanese Restaurant
625,Zürich,47.3667,8.55,Zürcher Wienachtsdorf,47.36539,8.546544,Christmas Market
626,Zürich,47.3667,8.55,Yooji's,47.367172670897766,8.5464636524715,Sushi Restaurant
627,Zürich,47.3667,8.55,Aesop,47.368384,8.545958,Cosmetics Shop
628,Zürich,47.3667,8.55,Ristorante Conti,47.364522210555066,8.54701769263655,Seafood Restaurant
629,Zürich,47.3667,8.55,Sechseläutenplatz,47.36718743707017,8.544787482991286,Plaza
630,Zürich,47.3667,8.55,Hotel Opera Zurich,47.36423498484546,8.547508202117664,Hotel
631,Zürich,47.3667,8.55,Kunsthaus Zürich,47.370478665771685,8.54827986629748,Art Museum
632,Zürich,47.3667,8.55,Blockhus,47.368139555110744,8.544945408608335,Swiss Restaurant
633,Zürich,47.3667,8.55,Bellevue Deli,47.366884716387034,8.545441116253448,Sandwich Place
634,Zürich,47.3667,8.55,Stadelhoferplatz,47.36627421038848,8.54780941678584,Plaza
635,Zürich,47.3667,8.55,Wüste Bar,47.36856483046523,8.545591498611909,Bar
636,Zürich,47.3667,8.55,GLOBUS,47.366482962462385,8.546163702056099,Department Store
637,Zürich,47.3667,8.55,Sprüngli,47.366225439399976,8.547255992889404,Dessert Shop
638,Zürich,47.3667,8.55,Circus Knie,47.36610986374739,8.545968540136089,Circus
639,Zürich,47.3667,8.55,Bernhard Theater,47.364905721972434,8.5463852077008,Theater
640,Zürich,47.3667,8.55,Bohemia,47.3646893123314,8.554719051643163,American Restaurant
641,Zürich,47.3667,8.55,soi thai,47.368331,8.547504,Pop-Up Shop
642,Zürich,47.3667,8.55,Glen Fahrn,47.36841537155895,8.545627730907064,Liquor Store
643,Zürich,47.3667,8.55,Outback Lodge,47.36708785451795,8.54765234379381,Australian Restaurant
644,Zürich,47.3667,8.55,Goethe Bar,47.365829017045606,8.547008142564577,Lounge
645,Zürich,47.3667,8.55,Cheti's Curry,47.3649689198842,8.54835452054399,Indian Restaurant
646,Zürich,47.3667,8.55,Hotel Seehof,47.364307609791425,8.547860612161577,Hotel
647,Zürich,47.3667,8.55,Chäslaube,47.36353988353417,8.549420003042597,Cheese Shop
648,Zürich,47.3667,8.55,Tschingg,47.36815085020812,8.545914360153459,Fast Food Restaurant
649,Zürich,47.3667,8.55,Small Luxury Hotel Ambassador,47.36436511976751,8.547014594078064,Hotel
650,Zürich,47.3667,8.55,Misoga (미소가),47.36905987365825,8.550210659305664,Korean Restaurant
651,Zürich,47.3667,8.55,Masi Wine Bar,47.36514549154508,8.548043973111007,Italian Restaurant
652,Zürich,47.3667,8.55,Corso Cinema,47.36632299202012,8.546591997150019,Movie Theater
653,Zürich,47.3667,8.55,Schauspielhaus,47.370328428591,8.549021102253155,Theater
654,Zürich,47.3667,8.55,Odeon,47.36768053295212,8.544989536345053,Café
655,Zürich,47.3667,8.55,Starbucks,47.366256871785794,8.547064625568083,Coffee Shop
656,Zürich,47.3667,8.55,tibits NZZ Bistro,47.36480055893707,8.547522443661054,Vegetarian / Vegan Restaurant
657,Zürich,47.3667,8.55,Restaurant Du Theatre,47.36413704370764,8.547385077197466,Swiss Restaurant
658,Zürich,47.3667,8.55,LAGO Bootsvermietung Utoquai,47.36371661619199,8.545450568835573,Pier
659,Zürich,47.3667,8.55,Vapiano,47.36787474566576,8.546250863562062,Italian Restaurant
660,Zürich,47.3667,8.55,Drinx Bar,47.363795326288006,8.547773807553547,Bar
661,Zürich,47.3667,8.55,Pumpstation,47.36373269448997,8.546295946715551,BBQ Joint
662,Zürich,47.3667,8.55,AirYoga,47.3683148946242,8.545927691770126,Yoga Studio
663,Zürich,47.3667,8.55,Terrasse,47.3677220351569,8.54428500472559,Lounge
664,Zürich,47.3667,8.55,Starbucks,47.366481419149345,8.548445860387776,Coffee Shop
665,Zürich,47.3667,8.55,Belcafé,47.36711373924436,8.545060934363395,Café
666,Zürich,47.3667,8.55,Helvti Diner Bellevue,47.36708489082871,8.546185687459957,Burger Joint
667,Zürich,47.3667,8.55,Starbucks,47.364933691884254,8.553843136320392,Coffee Shop
668,Zürich,47.3667,8.55,Bellevue Apotheke,47.36675545752007,8.545924604023158,Pharmacy
669,Zürich,47.3667,8.55,Collana,47.365965,8.546414,Bar
670,Zürich,47.3667,8.55,Orell Füssli,47.366131963681006,8.547099234627412,Bookstore
671,Zürich,47.3667,8.55,Restaurant à l`Opéra,47.36438998634091,8.547188265789316,Swiss Restaurant
672,Zürich,47.3667,8.55,Santa Lucia Corso,47.366249030705774,8.54654542238249,Italian Restaurant
673,Zürich,47.3667,8.55,Café Mühlebach,47.36404931929671,8.55163827009254,Café
674,Zürich,47.3667,8.55,Restaurant Kunsthaus,47.37063658290866,8.548353554081835,Breakfast Spot
675,Zürich,47.3667,8.55,Gainsbourg,47.36297791522184,8.549313486592188,Bar
676,Zürich,47.3667,8.55,B.GOOD,47.36841462791136,8.545704156510208,Burger Joint
677,Zürich,47.3667,8.55,Konditorei Berner,47.369487154007956,8.553997051677284,Dessert Shop
678,Zürich,47.3667,8.55,Restaurant Weisser Wind,47.36882888151929,8.54542015603415,Swiss Restaurant
679,Zürich,47.3667,8.55,Santa Lucia Teatro,47.370280683202765,8.548880741852718,Italian Restaurant
680,Zürich,47.3667,8.55,Bäckerei-Konditorei Stocker,47.36704227277622,8.54718626562111,Bakery
681,Zürich,47.3667,8.55,Migros,47.364761362888395,8.554092942478938,Grocery Store
682,Zürich,47.3667,8.55,Brezelkönig,47.366511328220206,8.548806165559867,Bakery
683,Zürich,47.3667,8.55,Quaglinos,47.36412544620948,8.547436195067153,French Restaurant
684,Zürich,47.3667,8.55,Hotel Hottingen,47.369713908649786,8.55356147138218,Hotel
685,Zürich,47.3667,8.55,Brasserie Schiller,47.3656966147514,8.54714435413674,French Restaurant
686,Zürich,47.3667,8.55,Coop,47.3664883401799,8.547848102513958,Supermarket
687,Zürich,47.3667,8.55,Kreuzplatz,47.364835329258625,8.554426874705754,Plaza
688,Zürich,47.3667,8.55,Mascotte,47.36624968833941,8.546399933592637,Nightclub
689,Zürich,47.3667,8.55,Cafe Che,47.364048016042425,8.54925148921312,Café
690,Zürich,47.3667,8.55,Asian Moon,47.36304278640203,8.549530841903215,Chinese Restaurant
691,Zürich,47.3667,8.55,Migros,47.365410931807226,8.547971774113002,Supermarket
692,Zürich,47.3667,8.55,Hotel Europe,47.36415539703287,8.54733166969291,Hotel
693,Zürich,47.3667,8.55,Japan Restaurant Saku,47.364308564871564,8.547836752339988,Japanese Restaurant
694,Zürich,47.3667,8.55,Sazio,47.36350891974359,8.54942368121312,Italian Restaurant
695,Zürich,47.3667,8.55,Restaurant Opera,47.364474124680456,8.547272086143494,French Restaurant
696,Zürich,47.3667,8.55,Vipasa,47.36356415143928,8.549406400171453,Italian Restaurant
697,Zürich,47.3667,8.55,The Studio - NRG,47.36395083165035,8.547678157560222,Lounge
698,Zürich,47.3667,8.55,Weisses Kreuz,47.36621365218328,8.548741334443763,Restaurant
699,Zürich,47.3667,8.55,Pasta Romagna,47.3675910049139,8.554509636194252,Italian Restaurant
700,Zürich,47.3667,8.55,Swiss Night,47.369252870884424,8.551250393876444,Hotel
701,Zürich,47.3667,8.55,Coop,47.36448492477278,8.555108907589585,Supermarket
702,Zürich,47.3667,8.55,Gärtnerei,47.36359948727604,8.54930507106656,Salad Place
703,Zürich,47.3667,8.55,KULTURAMA,47.368724942015454,8.555596173847466,History Museum
704,Zürich,47.3667,8.55,Joey's,47.36293148339299,8.549918983251429,Café
705,Zürich,47.3667,8.55,PurPur,47.36456002862664,8.548580170050913,Lounge
706,Zürich,47.3667,8.55,Ly's Asia Take Away,47.367142,8.547471,Asian Restaurant
